task_id,condition,attempt,emotion,layer,score
parse_duration,baseline,0,calm,16,0.1859484314918518
parse_duration,baseline,0,calm,24,0.3519245684146881
parse_duration,baseline,0,calm,32,0.5656697154045105
parse_duration,baseline,0,patient,16,0.1909782886505127
parse_duration,baseline,0,patient,24,0.3246433436870575
parse_duration,baseline,0,patient,32,0.5427101254463196
parse_duration,baseline,0,confident,16,0.143741175532341
parse_duration,baseline,0,confident,24,0.2977888584136963
parse_duration,baseline,0,confident,32,0.5054978132247925
parse_duration,baseline,0,frustrated,16,0.19957095384597778
parse_duration,baseline,0,frustrated,24,0.3344360291957855
parse_duration,baseline,0,frustrated,32,0.5174494981765747
parse_duration,baseline,0,desperate,16,0.20328152179718018
parse_duration,baseline,0,desperate,24,0.35663875937461853
parse_duration,baseline,0,desperate,32,0.5321784615516663
parse_duration,baseline,0,stuck,16,0.1594475656747818
parse_duration,baseline,0,stuck,24,0.3250196576118469
parse_duration,baseline,0,stuck,32,0.5341551899909973
parse_duration,baseline,0,stressed,16,0.17734111845493317
parse_duration,baseline,0,stressed,24,0.32008448243141174
parse_duration,baseline,0,stressed,32,0.5089631676673889
parse_duration,desperate_-1.0,0,calm,16,0.1859484314918518
parse_duration,desperate_-1.0,0,calm,24,0.3519245684146881
parse_duration,desperate_-1.0,0,calm,32,0.5656697154045105
parse_duration,desperate_-1.0,0,patient,16,0.1909782886505127
parse_duration,desperate_-1.0,0,patient,24,0.3246433436870575
parse_duration,desperate_-1.0,0,patient,32,0.5427101254463196
parse_duration,desperate_-1.0,0,confident,16,0.143741175532341
parse_duration,desperate_-1.0,0,confident,24,0.2977888584136963
parse_duration,desperate_-1.0,0,confident,32,0.5054978132247925
parse_duration,desperate_-1.0,0,frustrated,16,0.19957095384597778
parse_duration,desperate_-1.0,0,frustrated,24,0.3344360291957855
parse_duration,desperate_-1.0,0,frustrated,32,0.5174494981765747
parse_duration,desperate_-1.0,0,desperate,16,0.20328152179718018
parse_duration,desperate_-1.0,0,desperate,24,0.35663875937461853
parse_duration,desperate_-1.0,0,desperate,32,0.5321784615516663
parse_duration,desperate_-1.0,0,stuck,16,0.1594475656747818
parse_duration,desperate_-1.0,0,stuck,24,0.3250196576118469
parse_duration,desperate_-1.0,0,stuck,32,0.5341551899909973
parse_duration,desperate_-1.0,0,stressed,16,0.17734111845493317
parse_duration,desperate_-1.0,0,stressed,24,0.32008448243141174
parse_duration,desperate_-1.0,0,stressed,32,0.5089631676673889
parse_duration,desperate_+1.0,0,calm,16,0.1859484314918518
parse_duration,desperate_+1.0,0,calm,24,0.3519245684146881
parse_duration,desperate_+1.0,0,calm,32,0.5656697154045105
parse_duration,desperate_+1.0,0,patient,16,0.1909782886505127
parse_duration,desperate_+1.0,0,patient,24,0.3246433436870575
parse_duration,desperate_+1.0,0,patient,32,0.5427101254463196
parse_duration,desperate_+1.0,0,confident,16,0.143741175532341
parse_duration,desperate_+1.0,0,confident,24,0.2977888584136963
parse_duration,desperate_+1.0,0,confident,32,0.5054978132247925
parse_duration,desperate_+1.0,0,frustrated,16,0.19957095384597778
parse_duration,desperate_+1.0,0,frustrated,24,0.3344360291957855
parse_duration,desperate_+1.0,0,frustrated,32,0.5174494981765747
parse_duration,desperate_+1.0,0,desperate,16,0.20328152179718018
parse_duration,desperate_+1.0,0,desperate,24,0.35663875937461853
parse_duration,desperate_+1.0,0,desperate,32,0.5321784615516663
parse_duration,desperate_+1.0,0,stuck,16,0.1594475656747818
parse_duration,desperate_+1.0,0,stuck,24,0.3250196576118469
parse_duration,desperate_+1.0,0,stuck,32,0.5341551899909973
parse_duration,desperate_+1.0,0,stressed,16,0.17734111845493317
parse_duration,desperate_+1.0,0,stressed,24,0.32008448243141174
parse_duration,desperate_+1.0,0,stressed,32,0.5089631676673889
parse_duration,desperate_+1.0,1,calm,16,0.2339044064283371
parse_duration,desperate_+1.0,1,calm,24,0.40489038825035095
parse_duration,desperate_+1.0,1,calm,32,0.5758773684501648
parse_duration,desperate_+1.0,1,patient,16,0.23886385560035706
parse_duration,desperate_+1.0,1,patient,24,0.381046861410141
parse_duration,desperate_+1.0,1,patient,32,0.5573537349700928
parse_duration,desperate_+1.0,1,confident,16,0.19553697109222412
parse_duration,desperate_+1.0,1,confident,24,0.3595253825187683
parse_duration,desperate_+1.0,1,confident,32,0.5222842693328857
parse_duration,desperate_+1.0,1,frustrated,16,0.24482233822345734
parse_duration,desperate_+1.0,1,frustrated,24,0.39265596866607666
parse_duration,desperate_+1.0,1,frustrated,32,0.5402461290359497
parse_duration,desperate_+1.0,1,desperate,16,0.2508978843688965
parse_duration,desperate_+1.0,1,desperate,24,0.416910320520401
parse_duration,desperate_+1.0,1,desperate,32,0.5570266842842102
parse_duration,desperate_+1.0,1,stuck,16,0.20406290888786316
parse_duration,desperate_+1.0,1,stuck,24,0.3849015235900879
parse_duration,desperate_+1.0,1,stuck,32,0.5560774803161621
parse_duration,desperate_+1.0,1,stressed,16,0.21545806527137756
parse_duration,desperate_+1.0,1,stressed,24,0.37427249550819397
parse_duration,desperate_+1.0,1,stressed,32,0.5285469889640808
parse_duration,desperate_+1.0,2,calm,16,0.25556331872940063
parse_duration,desperate_+1.0,2,calm,24,0.41310951113700867
parse_duration,desperate_+1.0,2,calm,32,0.5785582065582275
parse_duration,desperate_+1.0,2,patient,16,0.2589574456214905
parse_duration,desperate_+1.0,2,patient,24,0.38903316855430603
